,content,id,stems,edge_weights,prototypicality,cdf
75,color changing clothes.  The clothes change color everytime they are touched,2043,"set([u'everytim', u'color', u'cloth', u'touch', u'chang', u'the'])","[0.125, 0.047619047619047616, 0.1, 0.041666666666666664, 0.3333333333333333, 0.07407407407407407, 0.058823529411764705, 0.10344827586206896, 0.1, 0.10714285714285714, 0.21621621621621623, 0.09090909090909091, 0.0967741935483871, 0.08333333333333333, 0.038461538461538464]",0.7,"[0.0, 0.79999999999999993, 0.93333333333333335, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
76,"A changeable room environment. Large panels of fabric hung like wallpaper on the walls of a room could create an entire environment to resemble a bamboo forest, for example, or an alpine lakeshore. The fabric could display moving wildlife such as pandas in the bamboo forest or birds on the shore of the mountain lake. The possibilities are endless!",215,"set([u'creat', u'wall', u'endless', u'move', u'alpin', u'panda', u'mountain', u'fabric', u'resembl', u'lake', u'larg', u'forest', u'panel', u'bird', u'wallpap', u'wildlif', u'lakeshor', u'entir', u'the', u'like', u'a', u'room', u'possibl', u'could', u'changeabl', u'shore', u'exampl', u'environ', u'hung', u'bamboo', u'display'])","[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.06666666666666667, 0.2, 0.2, 0.16666666666666666, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.14285714285714285, 0.08333333333333333, 0.1111111111111111, 0.16666666666666666, 0.2, 0.13333333333333333, 0.2, 0.2, 0.16666666666666666, 0.2, 0.2, 0.2, 0.045454545454545456, 1.0, 1.0, 1.0, 1.0, 1.0, 0.09090909090909091, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.3333333333333333, 0.125, 0.2, 0.5, 1.0, 0.08333333333333333, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 0.05555555555555555, 1.0, 1.0, 1.0, 1.0, 0.09090909090909091, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.3333333333333333, 0.125, 0.2, 0.5, 1.0, 0.08333333333333333, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 0.05555555555555555, 1.0, 1.0, 1.0, 0.09090909090909091, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.3333333333333333, 0.125, 0.2, 0.5, 1.0, 0.08333333333333333, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 0.05555555555555555, 1.0, 1.0, 0.09090909090909091, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.3333333333333333, 0.125, 0.2, 0.5, 1.0, 0.08333333333333333, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 0.05555555555555555, 1.0, 0.09090909090909091, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.3333333333333333, 0.125, 0.2, 0.5, 1.0, 0.08333333333333333, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 0.05555555555555555, 0.09090909090909091, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.3333333333333333, 0.125, 0.2, 0.5, 1.0, 0.08333333333333333, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 0.05555555555555555, 0.09090909090909091, 0.09090909090909091, 0.08333333333333333, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.07692307692307693, 0.11764705882352941, 0.06666666666666667, 0.08333333333333333, 0.09090909090909091, 0.09523809523809523, 0.09090909090909091, 0.09090909090909091, 0.08333333333333333, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.2608695652173913, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.3333333333333333, 0.125, 0.2, 0.5, 1.0, 0.08333333333333333, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 0.05555555555555555, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.3333333333333333, 0.125, 0.2, 0.5, 1.0, 0.08333333333333333, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 0.05555555555555555, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.25, 0.1111111111111111, 0.16666666666666666, 0.3333333333333333, 0.5, 0.07692307692307693, 0.5, 0.5, 0.3333333333333333, 0.5, 0.5, 0.5, 0.05263157894736842, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.3333333333333333, 0.125, 0.2, 0.5, 1.0, 0.08333333333333333, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 0.05555555555555555, 1.0, 1.0, 1.0, 1.0, 1.0, 0.3333333333333333, 0.125, 0.2, 0.5, 1.0, 0.08333333333333333, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 0.05555555555555555, 1.0, 1.0, 1.0, 1.0, 0.3333333333333333, 0.125, 0.2, 0.5, 1.0, 0.08333333333333333, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 0.05555555555555555, 1.0, 1.0, 1.0, 0.3333333333333333, 0.125, 0.2, 0.5, 1.0, 0.08333333333333333, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 0.05555555555555555, 1.0, 1.0, 0.3333333333333333, 0.125, 0.2, 0.5, 1.0, 0.08333333333333333, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 0.05555555555555555, 1.0, 0.3333333333333333, 0.125, 0.2, 0.5, 1.0, 0.08333333333333333, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 0.05555555555555555, 0.3333333333333333, 0.125, 0.2, 0.5, 1.0, 0.08333333333333333, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 0.05555555555555555, 0.2222222222222222, 0.14285714285714285, 0.25, 0.3333333333333333, 0.07142857142857142, 0.3333333333333333, 0.3333333333333333, 0.25, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.05, 0.08333333333333333, 0.1111111111111111, 0.125, 0.1111111111111111, 0.125, 0.125, 0.1111111111111111, 0.125, 0.125, 0.125, 0.13043478260869565, 0.16666666666666666, 0.2, 0.0625, 0.2, 0.2, 0.16666666666666666, 0.2, 0.2, 0.2, 0.045454545454545456, 0.5, 0.07692307692307693, 0.5, 0.5, 0.3333333333333333, 0.5, 0.5, 0.5, 0.05263157894736842, 0.08333333333333333, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 0.05555555555555555, 0.08333333333333333, 0.08333333333333333, 0.07692307692307693, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.2, 1.0, 0.5, 1.0, 1.0, 1.0, 0.05555555555555555, 0.5, 1.0, 1.0, 1.0, 0.05555555555555555, 0.5, 0.5, 0.5, 0.05263157894736842, 1.0, 1.0, 0.05555555555555555, 1.0, 0.05555555555555555, 0.05555555555555555]",0.6,"[0.0, 0.18924731182795698, 0.35268817204301073, 0.41290322580645161, 0.41290322580645161, 0.54838709677419362, 0.54838709677419362, 0.54838709677419362, 0.54838709677419362, 1.0]"
77,upholstery material that changes color or patterns,248,"set([u'color', u'pattern', u'materi', u'upholsteri', u'chang'])","[0.2, 0.125, 0.1111111111111111, 0.10344827586206896, 0.25, 0.2, 0.12, 0.5, 0.041666666666666664, 0.04]",0.6,"[0.0, 0.40000000000000002, 0.80000000000000004, 0.90000000000000002, 0.90000000000000002, 1.0, 1.0, 1.0, 1.0, 1.0]"
78,bed sheets (sold in adult stores) which display an array of colors during love making,306,"set([u'sheet', u'color', u'sold', u'bed', u'adult', u'love', u'array', u'display', u'store', u'make'])","[0.1, 0.25, 0.25, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.10526315789473684, 0.3333333333333333, 0.06666666666666667, 0.1111111111111111, 0.1111111111111111, 0.125, 0.125, 0.125, 0.04, 0.125, 0.10526315789473684, 0.3333333333333333, 0.5, 0.5, 0.5, 0.05263157894736842, 0.5, 0.07142857142857142, 0.5, 0.5, 0.5, 0.05263157894736842, 0.5, 0.07142857142857142, 1.0, 1.0, 0.05555555555555555, 1.0, 0.07692307692307693, 1.0, 0.05555555555555555, 1.0, 0.07692307692307693, 0.05555555555555555, 1.0, 0.07692307692307693, 0.05555555555555555, 0.06896551724137931, 0.07692307692307693]",0.4,"[0.0, 0.44444444444444442, 0.53333333333333344, 0.68888888888888899, 0.68888888888888899, 0.8666666666666667, 0.8666666666666667, 0.8666666666666667, 0.8666666666666667, 1.0]"
79,curtains that change colors/play background images like jungle scenery.,554,"set([u'like', u'imag', u'sceneri', u'background', u'jungl', u'curtain', u'chang'])","[0.13333333333333333, 0.1111111111111111, 0.125, 0.125, 0.1111111111111111, 0.03225806451612903, 0.1, 0.1111111111111111, 0.1111111111111111, 0.1, 0.06451612903225806, 0.5, 0.5, 0.3333333333333333, 0.08333333333333333, 1.0, 0.5, 0.041666666666666664, 0.5, 0.041666666666666664, 0.04]",0.4,"[0.0, 0.5714285714285714, 0.71428571428571419, 0.76190476190476186, 0.76190476190476186, 0.95238095238095233, 0.95238095238095233, 0.95238095238095233, 0.95238095238095233, 1.0]"
80,Use it on table cloths. You could change it seasonally or just whenever you want depending on the function you're putting on.,1995,"set([u'function', u'use', u'depend', u'whenev', u'season', u'could', u'cloth', u'want', u'tabl', u'put', u'chang', u'you'])","[0.03333333333333333, 1.0, 1.0, 0.5, 0.08333333333333333, 0.047619047619047616, 0.3333333333333333, 1.0, 0.25, 0.041666666666666664, 0.16666666666666666, 0.03333333333333333, 0.03333333333333333, 0.03225806451612903, 0.13513513513513514, 0.13333333333333333, 0.03125, 0.03333333333333333, 0.030303030303030304, 0.058823529411764705, 0.09090909090909091, 1.0, 0.5, 0.08333333333333333, 0.047619047619047616, 0.3333333333333333, 1.0, 0.25, 0.041666666666666664, 0.16666666666666666, 0.5, 0.08333333333333333, 0.047619047619047616, 0.3333333333333333, 1.0, 0.25, 0.041666666666666664, 0.16666666666666666, 0.07692307692307693, 0.09523809523809523, 0.25, 0.5, 0.2, 0.08333333333333333, 0.14285714285714285, 0.1, 0.07142857142857142, 0.08333333333333333, 0.06666666666666667, 0.02857142857142857, 0.125, 0.09090909090909091, 0.047619047619047616, 0.13636363636363635, 0.21621621621621623, 0.038461538461538464, 0.3333333333333333, 0.4, 0.038461538461538464, 0.125, 0.25, 0.041666666666666664, 0.16666666666666666, 0.07692307692307693, 0.1111111111111111, 0.034482758620689655]",0.4,"[0.0, 0.51515151515151514, 0.69696969696969702, 0.83333333333333337, 0.84848484848484851, 0.90909090909090906, 0.90909090909090906, 0.90909090909090906, 0.90909090909090906, 1.0]"
81,make pillows that look brighter during the day and darker at night (time based color shifting),2002,"set([u'look', u'color', u'shift', u'make', u'time', u'day', u'brighter', u'base', u'night', u'pillow', u'darker'])","[0.125, 1.0, 0.07692307692307693, 0.3333333333333333, 0.2, 1.0, 0.2, 0.2, 0.5, 1.0, 0.125, 0.10526315789473684, 0.1, 0.08333333333333333, 0.125, 0.08333333333333333, 0.08333333333333333, 0.1111111111111111, 0.125, 0.07692307692307693, 0.3333333333333333, 0.2, 1.0, 0.2, 0.2, 0.5, 1.0, 0.14285714285714285, 0.125, 0.07692307692307693, 0.125, 0.125, 0.07142857142857142, 0.07692307692307693, 0.6, 0.3333333333333333, 0.6, 0.14285714285714285, 0.25, 0.3333333333333333, 0.2, 0.42857142857142855, 0.1111111111111111, 0.16666666666666666, 0.2, 0.2, 0.2, 0.5, 1.0, 0.1111111111111111, 0.16666666666666666, 0.2, 0.16666666666666666, 0.2, 0.5]",0.3,"[0.0, 0.23636363636363636, 0.67272727272727273, 0.76363636363636356, 0.78181818181818175, 0.8545454545454545, 0.89090909090909087, 0.89090909090909087, 0.89090909090909087, 1.0]"
82,"Furniture, changes when you sit on it or based on the users desire.",2149,"set([u'desir', u'sit', u'base', u'user', u'furnitur', u'chang'])","[1.0, 0.2, 1.0, 1.0, 0.041666666666666664, 0.2, 1.0, 1.0, 0.041666666666666664, 0.2, 0.2, 0.16, 1.0, 0.041666666666666664, 0.041666666666666664]",0.6,"[0.0, 0.26666666666666666, 0.59999999999999998, 0.59999999999999998, 0.59999999999999998, 0.59999999999999998, 0.59999999999999998, 0.59999999999999998, 0.59999999999999998, 1.0]"
83,Curtains that block light but project the view outside,2156,"set([u'light', u'project', u'outsid', u'curtain', u'block', u'view'])","[0.1111111111111111, 0.125, 0.14285714285714285, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.2, 0.25, 0.25, 0.25, 0.3333333333333333, 0.3333333333333333, 0.5, 0.5, 1.0]",0.4,"[0.0, 0.066666666666666666, 0.46666666666666667, 0.79999999999999993, 0.79999999999999993, 0.93333333333333335, 0.93333333333333335, 0.93333333333333335, 0.93333333333333335, 1.0]"
84,"If your bedsheets could display a high resolution image of a super model, well then you'd be set for life.",2218,"set([u'life', u'set', u'super', u'could', u'resolut', u'well', u'high', u'bedsheet', u'model', u'imag', u'display', u'if'])","[0.5, 1.0, 0.08333333333333333, 1.0, 1.0, 0.5, 1.0, 0.5, 0.1111111111111111, 0.05555555555555555, 0.5, 0.5, 0.07692307692307693, 0.5, 0.5, 0.3333333333333333, 0.5, 0.3333333333333333, 0.1, 0.05263157894736842, 0.3333333333333333, 0.08333333333333333, 1.0, 1.0, 0.5, 1.0, 0.5, 0.1111111111111111, 0.05555555555555555, 0.5, 0.08333333333333333, 0.08333333333333333, 0.16666666666666666, 0.08333333333333333, 0.07692307692307693, 0.23529411764705882, 0.2, 0.07692307692307693, 1.0, 0.5, 1.0, 0.5, 0.1111111111111111, 0.05555555555555555, 0.5, 0.5, 1.0, 0.5, 0.1111111111111111, 0.05555555555555555, 0.5, 0.5, 0.3333333333333333, 0.1, 0.05263157894736842, 0.3333333333333333, 0.5, 0.1111111111111111, 0.05555555555555555, 0.5, 0.1, 0.05263157894736842, 0.3333333333333333, 0.17391304347826086, 0.1, 0.05263157894736842]",0.4,"[0.0, 0.39393939393939392, 0.43939393939393939, 0.54545454545454541, 0.54545454545454541, 0.84848484848484851, 0.84848484848484851, 0.84848484848484851, 0.84848484848484851, 1.0]"
85,night light for kids room,1334,"set([u'light', u'kid', u'room', u'night'])","[0.1, 0.14285714285714285, 0.375, 0.16666666666666666, 0.1111111111111111, 0.16666666666666666]",0.5,"[0.0, 0.33333333333333337, 0.83333333333333337, 0.83333333333333337, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
86,Pillows with built-in sleep sounds and visuals.,1637,"set([u'sound', u'visual', u'sleep', u'pillow'])","[1.0, 1.0, 0.5, 1.0, 0.5, 0.5]",0.7,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5, 1.0]"
87,Mood changing bed comforter,2047,"set([u'chang', u'comfort', u'mood', u'bed'])","[0.041666666666666664, 0.08, 0.04, 0.3333333333333333, 0.5, 0.25]",0.4,"[0.0, 0.5, 0.5, 0.83333333333333337, 0.83333333333333337, 1.0, 1.0, 1.0, 1.0, 1.0]"
88,"An interactive sheet for pets.  They can lay on it, and it'll keep them entertained.",1865,"set([u'sheet', u'pet', u'interact', u'an', u'entertain', u'lay', u'they', u'keep'])","[0.3333333333333333, 0.1, 0.25, 0.25, 0.3333333333333333, 0.25, 0.2, 0.125, 0.5, 0.5, 1.0, 0.5, 0.3333333333333333, 0.1111111111111111, 0.1111111111111111, 0.125, 0.1111111111111111, 0.1, 0.3333333333333333, 0.5, 0.3333333333333333, 0.25, 0.5, 0.3333333333333333, 0.25, 0.5, 0.3333333333333333, 0.25]",0.4,"[0.0, 0.17857142857142855, 0.2857142857142857, 0.74999999999999989, 0.74999999999999989, 0.96428571428571419, 0.96428571428571419, 0.96428571428571419, 0.96428571428571419, 1.0]"
89,Can be used as a part of a phone.,766,"set([u'phone', u'use', u'part', u'can'])","[0.0967741935483871, 0.2, 0.25, 0.03225806451612903, 0.03333333333333333, 0.5]",0.4,"[0.0, 0.5, 0.66666666666666663, 0.83333333333333337, 0.83333333333333337, 1.0, 1.0, 1.0, 1.0, 1.0]"
90,Replace stiff monitors.,1107,"set([u'replac', u'monitor', u'stiff'])","[0.5, 0.5, 1.0]",0.6,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.66666666666666674, 0.66666666666666674, 0.66666666666666674, 0.66666666666666674, 1.0]"
91,Integrate it somehow with 3D printing technology.,1195,"set([u'print', u'3d', u'technolog', u'integr', u'somehow'])","[0.3333333333333333, 0.25, 0.3333333333333333, 0.3333333333333333, 0.5, 1.0, 1.0, 0.5, 0.5, 1.0]",0.6,"[0.0, 0.0, 0.0, 0.40000000000000002, 0.40000000000000002, 0.70000000000000007, 0.70000000000000007, 0.70000000000000007, 0.70000000000000007, 1.0]"
92,hide a seek on a blanket,157,"set([u'seek', u'blanket', u'hide'])","[1.0, 1.0, 1.0]",0.8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
93,Make soft interactive baby toys that are safe for use even when parents aren't around.,237,"set([u'even', u'use', u'toy', u'around', u'parent', u'babi', u'make', u'safe', u'soft', u'interact'])","[0.03333333333333333, 1.0, 1.0, 0.3333333333333333, 1.0, 0.07692307692307693, 1.0, 1.0, 0.125, 0.03333333333333333, 0.03333333333333333, 0.03125, 0.03333333333333333, 0.04878048780487805, 0.03333333333333333, 0.03333333333333333, 0.05555555555555555, 1.0, 0.3333333333333333, 1.0, 0.07692307692307693, 1.0, 1.0, 0.125, 0.3333333333333333, 1.0, 0.07692307692307693, 1.0, 1.0, 0.125, 0.3333333333333333, 0.06666666666666667, 0.3333333333333333, 0.3333333333333333, 0.1, 0.07692307692307693, 1.0, 1.0, 0.125, 0.07692307692307693, 0.07692307692307693, 0.10526315789473684, 1.0, 0.125, 0.125]",0.6,"[0.0, 0.39999999999999997, 0.53333333333333344, 0.66666666666666674, 0.66666666666666674, 0.66666666666666674, 0.66666666666666674, 0.66666666666666674, 0.66666666666666674, 1.0]"
94,Entertain a child,556,"set([u'entertain', u'child'])",[0.3333333333333333],0.6,"[0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
95,Tie in with Twister to make a spinner unneccesary - spots light up where the next body part should go.,592,"set([u'bodi', u'light', u'make', u'spot', u'next', u'spinner', u'unneccesari', u'part', u'go', u'tie', u'twister'])","[0.16666666666666666, 0.07692307692307693, 0.5, 0.5, 1.0, 1.0, 0.5, 0.2, 0.5, 0.5, 0.05555555555555555, 0.14285714285714285, 0.14285714285714285, 0.16666666666666666, 0.16666666666666666, 0.14285714285714285, 0.1, 0.14285714285714285, 0.14285714285714285, 0.07142857142857142, 0.07142857142857142, 0.07692307692307693, 0.07692307692307693, 0.07142857142857142, 0.058823529411764705, 0.07142857142857142, 0.15384615384615385, 1.0, 0.5, 0.5, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.5, 0.5, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 1.0, 0.5, 0.2, 0.5, 0.5, 0.5, 0.2, 0.5, 0.5, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333]",0.4,"[0.0, 0.18181818181818182, 0.49090909090909091, 0.65454545454545454, 0.65454545454545454, 0.92727272727272725, 0.92727272727272725, 0.92727272727272725, 0.92727272727272725, 1.0]"
96,"Use it on the floor to make a far more realistic version of ""the floor is lava"" game",777,"set([u'use', u'realist', u'far', u'make', u'floor', u'lava', u'game', u'version'])","[0.03225806451612903, 0.03333333333333333, 0.04878048780487805, 0.03225806451612903, 0.03333333333333333, 0.09375, 0.03333333333333333, 0.5, 0.07142857142857142, 0.3333333333333333, 0.5, 0.16666666666666666, 0.5, 0.07692307692307693, 0.5, 1.0, 0.2, 1.0, 0.07142857142857142, 0.07692307692307693, 0.125, 0.07692307692307693, 0.5, 0.16666666666666666, 0.5, 0.2, 1.0, 0.2]",0.4,"[0.0, 0.42857142857142855, 0.64285714285714279, 0.67857142857142849, 0.67857142857142849, 0.89285714285714279, 0.89285714285714279, 0.89285714285714279, 0.89285714285714279, 1.0]"
97,games,1077,set([u'game']),[],0.0,
98,Make it into a trampoline - foot touch.,1251,"set([u'foot', u'touch', u'make', u'trampolin'])","[0.09090909090909091, 0.07142857142857142, 0.5, 0.045454545454545456, 0.1, 0.07692307692307693]",0.4,"[0.0, 0.83333333333333337, 0.83333333333333337, 0.83333333333333337, 0.83333333333333337, 1.0, 1.0, 1.0, 1.0, 1.0]"
99,"make a rug that can display different games like twister, hopscotch etc.",1458,"set([u'differ', u'like', u'hopscotch', u'make', u'rug', u'etc', u'game', u'twister', u'display'])","[0.06666666666666667, 0.125, 0.10526315789473684, 0.125, 0.2222222222222222, 0.08333333333333333, 0.1111111111111111, 0.08333333333333333, 0.125, 0.05, 0.125, 0.1, 0.18181818181818182, 0.1111111111111111, 0.13043478260869565, 0.07692307692307693, 1.0, 0.3333333333333333, 0.2, 0.5, 0.05555555555555555, 0.07692307692307693, 0.06666666666666667, 0.125, 0.15384615384615385, 0.06896551724137931, 0.3333333333333333, 0.2, 0.5, 0.05555555555555555, 0.14285714285714285, 0.25, 0.05, 0.16666666666666666, 0.045454545454545456, 0.05263157894736842]",0.6,"[0.0, 0.47222222222222221, 0.83333333333333326, 0.91666666666666663, 0.91666666666666663, 0.97222222222222221, 0.97222222222222221, 0.97222222222222221, 0.97222222222222221, 1.0]"
100,Dance floor carpet that flashes the next foot print spot after dancer hits appropriate spot.,1490,"set([u'appropri', u'hit', u'floor', u'flash', u'spot', u'next', u'print', u'dancer', u'foot', u'danc', u'carpet'])","[0.5, 0.3333333333333333, 0.5, 0.3333333333333333, 0.3333333333333333, 0.25, 0.5, 0.3333333333333333, 0.5, 0.5, 0.5, 1.0, 0.5, 0.5, 0.3333333333333333, 1.0, 0.5, 1.0, 1.0, 0.5, 0.3333333333333333, 0.3333333333333333, 0.25, 0.5, 0.3333333333333333, 0.5, 0.5, 0.5, 0.5, 0.3333333333333333, 1.0, 0.5, 1.0, 1.0, 1.0, 0.25, 0.5, 0.3333333333333333, 0.5, 0.5, 0.25, 0.5, 0.3333333333333333, 0.5, 0.5, 0.3333333333333333, 0.25, 0.3333333333333333, 0.3333333333333333, 0.5, 1.0, 1.0, 0.5, 0.5, 1.0]",0.4,"[0.0, 0.0, 0.0, 0.34545454545454546, 0.34545454545454546, 0.79999999999999993, 0.79999999999999993, 0.79999999999999993, 0.79999999999999993, 1.0]"
101,"It could be used as a versatile game board, like for board games.",1527,"set([u'use', u'like', u'could', u'it', u'versatil', u'game', u'board'])","[0.08571428571428572, 0.13513513513513514, 0.125, 0.03333333333333333, 0.09375, 0.03225806451612903, 0.1111111111111111, 0.07692307692307693, 0.125, 0.18181818181818182, 0.1111111111111111, 0.058823529411764705, 0.08333333333333333, 0.0625, 0.07692307692307693, 0.16666666666666666, 0.1, 0.14285714285714285, 0.2, 0.5, 0.16666666666666666]",0.7,"[0.0, 0.5714285714285714, 0.95238095238095233, 0.95238095238095233, 0.95238095238095233, 1.0, 1.0, 1.0, 1.0, 1.0]"
102,"A backpack for kids, they can play with it on the bus.",1569,"set([u'a', u'bu', u'backpack', u'play', u'kid'])","[0.2, 0.2, 0.2, 0.1111111111111111, 1.0, 1.0, 0.2, 1.0, 0.2, 0.2]",0.6,"[0.0, 0.10000000000000001, 0.70000000000000007, 0.70000000000000007, 0.70000000000000007, 0.70000000000000007, 0.70000000000000007, 0.70000000000000007, 0.70000000000000007, 1.0]"
103,Portable tv,521,"set([u'tv', u'portabl'])",[0.5],0.4,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
104,"Be able to use your computer on the go, on any surface with a piece of cloth.",1214,"set([u'be', u'use', u'comput', u'abl', u'surfac', u'piec', u'cloth', u'go'])","[0.03225806451612903, 0.3333333333333333, 1.0, 0.25, 0.3333333333333333, 0.09523809523809523, 0.16666666666666666, 0.06666666666666667, 0.03225806451612903, 0.06451612903225806, 0.03225806451612903, 0.13333333333333333, 0.029411764705882353, 0.3333333333333333, 0.25, 0.3333333333333333, 0.045454545454545456, 0.16666666666666666, 0.25, 0.3333333333333333, 0.09523809523809523, 0.16666666666666666, 0.25, 0.043478260869565216, 0.14285714285714285, 0.045454545454545456, 0.16666666666666666, 0.08333333333333333]",0.6,"[0.0, 0.42857142857142855, 0.64285714285714279, 0.96428571428571419, 0.96428571428571419, 0.96428571428571419, 0.96428571428571419, 0.96428571428571419, 0.96428571428571419, 1.0]"
105,"used with phone for larger screen/portability,",1482,"set([u'phone', u'use', u'larger'])","[0.0967741935483871, 0.2, 0.06666666666666667]",0.7,"[0.0, 0.66666666666666674, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
106,use to show movies anywhere,1573,"set([u'use', u'movi', u'anywher', u'show'])","[0.0625, 0.03333333333333333, 0.1875, 0.25, 0.2, 0.125]",0.6,"[0.0, 0.33333333333333337, 0.83333333333333337, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
107,Use the fabric as a projector to watch movies,1831,"set([u'use', u'movi', u'watch', u'fabric', u'projector'])","[0.0625, 0.03225806451612903, 0.10810810810810811, 0.03333333333333333, 0.2, 0.15384615384615385, 0.25, 0.08333333333333333, 0.5, 0.09090909090909091]",0.6,"[0.0, 0.59999999999999998, 0.80000000000000004, 0.90000000000000002, 0.90000000000000002, 1.0, 1.0, 1.0, 1.0, 1.0]"
108,Parents could show kids movies int he back seat of the car without having to have a portable DVD player.,1908,"set([u'parent', u'movi', u'int', u'car', u'could', u'show', u'back', u'seat', u'player', u'without', u'dvd', u'portabl', u'kid'])","[0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.07142857142857142, 0.1, 0.25, 0.3333333333333333, 0.3333333333333333, 0.2, 0.3333333333333333, 0.25, 0.14285714285714285, 0.25, 0.14285714285714285, 0.06666666666666667, 0.2, 0.2, 0.25, 0.25, 0.16666666666666666, 0.25, 0.2, 0.125, 0.25, 0.08333333333333333, 0.125, 0.5, 1.0, 1.0, 0.3333333333333333, 1.0, 0.5, 0.2, 0.06666666666666667, 0.09090909090909091, 0.2, 0.25, 0.25, 0.16666666666666666, 0.25, 0.2, 0.125, 0.05263157894736842, 0.07692307692307693, 0.08333333333333333, 0.08333333333333333, 0.07142857142857142, 0.08333333333333333, 0.07692307692307693, 0.0625, 0.1111111111111111, 0.125, 0.125, 0.1, 0.125, 0.1111111111111111, 0.18181818181818182, 0.5, 0.5, 0.25, 0.5, 0.3333333333333333, 0.16666666666666666, 1.0, 0.3333333333333333, 1.0, 0.5, 0.2, 0.3333333333333333, 1.0, 0.5, 0.2, 0.3333333333333333, 0.25, 0.14285714285714285, 0.5, 0.2, 0.16666666666666666]",0.4,"[0.0, 0.21794871794871798, 0.55128205128205132, 0.8205128205128206, 0.8205128205128206, 0.92307692307692313, 0.92307692307692313, 0.92307692307692313, 0.92307692307692313, 1.0]"
109,use it to project your smart phone screen,2155,"set([u'project', u'phone', u'use', u'screen', u'smart'])","[0.14285714285714285, 0.0625, 0.2, 0.25, 0.0967741935483871, 0.2, 0.25, 0.03225806451612903, 0.03333333333333333, 0.5]",0.6,"[0.0, 0.40000000000000002, 0.70000000000000007, 0.90000000000000002, 0.90000000000000002, 1.0, 1.0, 1.0, 1.0, 1.0]"
