id,content
1991,to have animals in the zoo wear the fabrics and give different displays about the animal characteristics so zoo patrons get more information while looking at the animals
1992,Bedding that shows soothing images to help children fall asleep
1993,"Installation art pieces that record the night, and project it during the day, and the other way around."
1994,Could be used to communicate with others silently
1995,Use it on table cloths. You could change it seasonally or just whenever you want depending on the function you're putting on.
1996,Shower curtain that displays tv or other media
1997,Wearable touchscreen for computers
1999,Socks that use touch to detect how much you walk and display it
2000,"Useful for custom-designed furniture designs, as well as home decor designs"
2001,as flag displays that can be raised on flag poles to display video information about an event or location
2002,make pillows that look brighter during the day and darker at night (time based color shifting)
2003,"Reusable newspaper. Instead of printing newspapers, they can be streamed to your fabric.  Also, saves the environment."
2004,Airplane draggable banner that can display anything
2005,Use the fabric as a virtual drawing board.
2006,make an interactive collage
2007,You could use it on clothes. Create whatever logo or slogan you want your shirt to say for that day.
2008,"Go anywhere low power devices; screen is in found objects; simple build in screen low power fr basic tasks, larger one on cloth for show watching, videos etc. Can use your own hat or shirt."
2009,"it's an interactive projector screen, you can use it to display lessons but also play videos for students to watch"
2010,Use the fabric as a washable whiteboard for brainstorming ideas.
2011,As a way for people to distinguish themselves in groups of people
2012,Use the fabric as a map.
2013,"use it to display image slideshows at a wedding reception, but then just show different colors once the music and dancing start"
2014,"diagnostic clothes. Undergarments, etc, that detect and indicate bacteria, fungus, etc. A readable print out of how clean you are, and where you need to do work. And product and advice suggestions."
2015,Couches that change pattern
2016,They could be put over tents to confuse animals
2017,"fabric for car seats, you can change the color anytime you want"
2018,Fabric posters that change display
2019,"A way to display how people feel (sort of like a mood ring, but for clothes)"
2020,"Really flexible halloween costumes. You wear a big bag, it projects the image of any figure over it, and the loose parts, it projects the image of the surrounding air."
2021,Use the fabric to as a background display for photo shoots.
2022,"clothing that turns darker if you start sweating too much (ex: when running), this will keep you from being embarassed by sweat stains"
2023,"advertisements on shirts
personalize your fabric design
make personalized blankets
dynamic car seat covers
invisibility cloak
color changing wallpaper
bright clothing for visibility at night
clothing art"
2024,"Single page, fabric books that can keep a saved state and be changed."
2025,advertisements on shirts
2026,advertisements
2027,to have the fabric on car doors so they can display images and videos while driving in traffic so other people will see the information while on the roads
2028,personalized fabric
2030,clothing that can turn into camo for hunting purposes
2032,Interactive cloth material based pornography
2033,to put on a bicyclist so he can show advertising for a company while riding along streets and bike paths
2034,clothing can change patterns so you can hand me down your kids clothes (i.e. you can turn your older son's shirts into a shirt for a little girl)
2035,"Soft, durable cloth skinned sex toys."
2037,"Board games on any surface, or  a single roll up mat."
2040,"A game board, for games like dungeons and dragons, that can display stats to players, and track movement, and integrate video."
2041,you can display different messages on a t-shirt like for protests
2043,color changing clothes.  The clothes change color everytime they are touched
2044,"have a t-shirt that displays different candidates running for office, yours displays whichever candidate you support"
2045,to display on a baby's bib so the baby can be entertained by images of food and other objects while parents are trying to feed the baby
2046,Color-changing blankets to set the mood in the bedroom.
2047,Mood changing bed comforter
2048,"Board Games, strategy type ones in grids, that change based on player movements. Different than other idea, specific to war games."
2050,can be used to decorate the walls of a kids room with a mural
2055,"can have the fabric display a painting and frame it and put it on the wall, then when you want a different painting, change it and hang it back up"
2056,"Fun breathing masks, with faces, smiles, or other information. during emergencies, they can show stats and info for medical personal."
2057,to show on a city building wall so the time and temperature and news and other information is always shown in that locality
2059,"Party balloons with fabric skin, can show moving messages."
2061,"Hang Gliders that can change color, images on wing, for safety and fun reasons."
2062,"A fun way to illuminate your home by adding glow-in-the-dark colors to rugs, carpets, and other stuff"
2063,Bedspreads that can change color and pattern to match rooms
2064,to have a crowd at a football game drape itself in a large fabric and then have an image or video displayed on the fabric as part of a halftime show
2065,Make a giant sized fabric for people to watch movies on.  You could project the image onto the fabric.
2067,"Fabric wallpaper that can be any color, style, or texture one wants."
2069,Carpeting that changes color or flashes patterns.
2071,Make a giant sized fabric for people to use as a monitor.  Make sure the image is clear enough for someone to see the screen.
2074,"Backpacks that can show contents, be used as a touch screen for children"
2075,A way to cover up stains on clothes when you don't have the time or resources to get stains out.
2076,Camouflaged clothes for a stealth mission.
2077,A wearable table. On long sleeved clothes.
2078,A color changing baby blanket
2079,Use on covering fabric. In any weather you'll have a stylishly covered car.
2080,"to display on highway signs in order to provide emergency information such as weather info regarding hurricanes, tornadoes, big storms."
2081,A blanket that senses your body heat and changes color accordingly.
2082,To give presentations - project onto any service
2083,color changing gazebo canopy
2084,Temporary tattoo - make any image appear on your skin
2085,Incorporate into a shirt that can display a caller ID for your phone so you don't have to reach into your purse or pocket to see who's calling you.
2090,Paint samples app - project different colors onto wall to see how it would look
2091,A handkerchief that can display what is on your phone in case you are at a formal event and can't take your phone out.
2094,A towel that can tell you the time so you can take it swimming or to the beach with you since it is waterproof.
2096,A simon says type of game - changes color/design when it is touched
2100,A large sized fabric to watch your favorite tv shows on.
2102,A color changing bra that displays your favorite apps.
2104,Easy advertising - stores or restaurants can make unique advertisements inside the store
2105,interactive punching bags.  Wrap the fabric over the punching bags.
2106,Interactive display in a store - customers can touch to change the displayed information on an item
2107,Make a portable board game out of the fabric.
2108,use it to watch movies at home
2109,a screen for outdoor movies and shows
2110,teachers can use it to teach a lesson plan
2111,Car bumper stickers - can change on a whim
2112,Make a carpet that can interact with people that walk over it.  It can offer directions.
2113,easy way to change wallpaper in a room
2114,professors can use it to give a visual lecture
2115,Bike decorations for kids
2116,A blanket for a pet that has your face and voice in it somehow to comfort the animal when you are gone.
2117,students can use it to give presentations.
2118,"Household decorations - on the walls, ceilings, etc"
2119,DJ could use to change colors in rhythm with the songs
2120,revolutionize the flat screen tv
2121,A table cloth that displays well wishes during the holidays.  It could scroll across the table or just spin in the middle for people to read.
2122,use it to display life size photos
2123,use to project paintings in frames so you can change the art at whim
2124,back drops for theater productions. This makes scenery easy to change from scene to scene
2125,use it as a video game monitor
2126,Bathroom advertising in stores/restaurants
2127,Tshirts you can use to advertise your business.
2128,put in the floor to teach foot steps for dances
2129,Tshirts that display messages about a teen's bad behavior.  A teen would have to wear it around the house in front of their friends if they did something bad.
2130,Interactive menus at restaurants - press to learn more about an item
2132,computer monitors
2134,Have the fabric act like the ceiling.  It would replicate exactly what the sky looks like in your area.
2135,use it as a billboard advertisement
2137,"Clothing that changes colors or lights up based on temperature, light, wetness"
2138,Use the fabric to transmit information from a newspaper so you can read it later.
2139,use it to make video calls
2140,"You could put it on the ceiling and then have it project the outside sky like the Great Hall at Hogwarts, but for muggles."
2141,Walking advertisements on clothing
2142,You could read your favorite digital versions of magazines that you are subscribed to.  You could have the fabric laid on your lap so you could flip through the pages.
2144,sports bars can use it as a tv when they host sports events
2145,Menu boards for restaurants that can be changed or let people know when things are sold out
2146,Incorporate it into a work uniform so employees can gauge how happy or sad an employee is.  The company can then help those who aren't as happy as they should be.
2147,Theater and cinema marquees
2148,Schools can use it as a scoreboard at games
2149,"Furniture, changes when you sit on it or based on the users desire."
2150,Kids toys
2151,Use it for a christmas display
2152,Stuffed animals
2153,put it over current billboards so that companies can easily change their advertisements without needing a painter or gluer so work that high
2154,"It could also take your vitals like blood pressure, temperature, etc for health purposes and it records this information on your mobile phone."
2155,use it to project your smart phone screen
2156,Curtains that block light but project the view outside
2157,use it to display a fire when camping to scare off animals
2158,You could use it as an advertising tool and ads would be displayed on fabrics as people are walking around. This is a good way for consumers of this technology to make money.
2159,interactive bulletin board
2160,Mood ring like clothes
2161,use it as a e-reader projector
2162,People have an option to display basic information about them like their likes  etc on the fabric display.
2163,picture frame that can change pictures
2173,This fabric display changes color or has an alert system if the person who touches it has 15 of the most common diseases. I don't know how they'd go about that.
2174,The fabric display has the capability of turning high resolution images/video to 3D.
2175,It can be used to show movies
2176,it can be used as computer or tablet screen
2177,it can be used to do skype sessions so someone can feel and touch objects
2178,It can be used as a tool to indicate someones mood
2181,It can be used on the wall of a home in order to change the decor by adding different things every single day
2183,It can be used by museums to hang certain pieces of art that they want to
2184,it can be used by sales people in order to show their ideas on
2187,It can be used by doctors in order to show patients and family members certain things
2188,It can be used to teach infants different things
2189,It can be used in school as a way to show kids how different climates in different places might feel
2190,It can be used by designers to show how finished products might look
2191,clothes that change color based on your mood by detecting body heat
2192,a flag that changes colors based on the temp range of the current weather
2193,a car wrap that allows any custom color or pattern
2194,"interactive movie theater experience, like choose your own adventure."
2202,you could just have your bed also be A tv screen
2212,pocket square with custom designs for suit afficinados
2214,"For toddlers, can make interactive games without having them smudge and destroy ipads and the like"
2216,Walking human billboards. You can sell yourself to corporations and have rotating sponsors on all your clothes.
2218,"If your bedsheets could display a high resolution image of a super model, well then you'd be set for life."
2219,Much cheaper than owning a big screen tv. Just mount your biggest bed sheet on your wall and go wild watching star wars
2222,Cheapest halloween costumes ever. Just wrap your child in fabric and load up a witch image to display
2223,Mount the fabric on the headrests of your car and load up movies. No need for expensive electronics installation
2225,mount images on your curtains to make it look like people are home. burglar deterrent.
2229,Display frightening images on camping tents to scare away predators
